# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\tiles.png	255	128	192
40	textures\tiles4.png	255	255	255
50	textures\enemies-2.png	0	128	128
60	textures\enemy3.png	255	255	255

# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO 
# idle right
10001	246	154	260	181	0
# walk
10002	275	154	290	181	0		
10003	304	154	321	181	0
# idle left
10011	186	154	200	181	0
#walk
10012	155	154	170	181	0
10013	125	154	140	181	0
# die 
10099	215	120	231	135	0
#brake right
05001	5	154	21	182	0
#brake left
05015	425	154	441	182	0

#jump right
08014	395	275	411	301	0
# jump left
08002	35	275	51	301	0

#shoot right
08015	423	274	444	301	0

#shoot left
08001	2	274	23	301	0

# SMALL MARIO
# idle small right
10021	247	0	259	15	0
# walk
10022	275	0	291	15	0
10023	306	0	320	15	0
# idle small left
10031	187	0	198	15	0
# walk
10032	155	0	170	15	0
10033	125	0	139	15	0
#jump right
3013	395	80	411	96	0

#jump left
3002	35	80	51	96	0

#brake right 
01001	6	0	26	14	0

#brake left
01015	426	0	440	16	0


# FIRE MARIO
# idle fire right
11009	246	394	260	421	0

# walk
11010	275	394	291	421	0
11011	305	395	321	421	0

# idle fire left
11007	186	394	200	421	0


# walk
11006	155	394	171	421	0
11005	125	395	141	421	0

#jump right 
14002 	34	514	52	542	0

#jump left
14014	395 	514	412	542	0

#brake right
11001	5	394	21	422	0

#brake left
11015	425	394	441	422	0

#===GOOMBA===
#run
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10

#==== TAIL MARIO =====
#idle tail right
17009	243	634	264	662	0
#walk 
17010	272	634	294	662	0
17011	303	634	324	661	0
#idle tail left
17007	182	634	203	662	0
#walk
17006	152	634	174	662	0
17005	122	634	143	661	0
#jump right
20014	392	754	415	781	0

#jump left
20002	31	754	54	781	0

#brake right
17001	5 	633	21	663	0

#brake left
17015	425	633	441	663	0

#fly tail left bottom
19003	61	714	85	742	0

#fly tail left top
20003	61	754	85	781	0

#fly tail right bottom
19013	361	714	385	742	0

#fly tail right top
20013	361	754	385	781	0


# Brick 
100001	290	188	306	204	30

# Coin (width 10, height 16)
100051	303	99	313	115	20
100052	322	99	330	115	20
100053	341	99	347	115	20
						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#walk right big
500	10001	60	10002	60	10003	60
#walk left big
501	10011	50	10012	50	10013	50
#walk right small
502	10021	100	10022	100	10023	100
#walk left small
503	10031	100	10032	100	10033	100
#die
599	10099	100
#brake BIG right
504	05001	100
#brake BIG left
505	05015	100

#jump BIG right
506	08014	100

#jump BIG left
507 	08002	100

#jump SMALL right
508	3013	100

#jump SMALL left
509	3002	100

# shoot BIG right
